field,campaign_canonical,well_canonical,well_base_canonical,analysis_well_key,event_major_category,event_detail,event_duration_days,mapping_status,coverage_status,confidence,exclude_from_estimator_pool
SALAK,,AWI 10-4,AWI 10-4,SALAK|AWI 10-4,WO,PERSONNEL,0.083333,field_inferred_from_name_prefix,field_available,low,no
SALAK,,AWI 10-4,AWI 10-4,SALAK|AWI 10-4,WO,HES,2.041667,field_inferred_from_name_prefix,field_available,low,no
SALAK,,AWI 10-4,AWI 10-4,SALAK|AWI 10-4,WO,REG PERMIT,11.416667,field_inferred_from_name_prefix,field_available,low,no
SALAK,,AWI 10-4,AWI 10-4,SALAK|AWI 10-4,FSH,FSH ALL OH,5.125000,field_inferred_from_name_prefix,field_available,low,no
SALAK,,AWI 10-4,AWI 10-4,SALAK|AWI 10-4,EQPS,CIRSYS,0.041667,field_inferred_from_name_prefix,field_available,low,no
SALAK,,AWI 10-4,AWI 10-4,SALAK|AWI 10-4,RREQ,CIRSYS,0.208333,field_inferred_from_name_prefix,field_available,low,no
SALAK,,AWI 10-4,AWI 10-4,SALAK|AWI 10-4,WO,SUPPLIES,0.270833,field_inferred_from_name_prefix,field_available,low,no
SALAK,,AWI 10-4,AWI 10-4,SALAK|AWI 10-4,EQP,CSG LN,0.083333,field_inferred_from_name_prefix,field_available,low,no
SALAK,,AWI 10-4,AWI 10-4,SALAK|AWI 10-4,RREQ,TOP DRIVE,0.083333,field_inferred_from_name_prefix,field_available,low,no
SALAK,SALAK_2021,AWI 16-8,AWI 16-8,SALAK_2021|AWI 16-8,RREQ,TOP DRIVE,0.114583,source_full,field_campaign_available,high,no
SALAK,SALAK_2021,AWI 16-8,AWI 16-8,SALAK_2021|AWI 16-8,RREQ,TOP DRIVE,0.187500,source_full,field_campaign_available,high,no
SALAK,SALAK_2021,AWI 16-8,AWI 16-8,SALAK_2021|AWI 16-8,RREQ,TOP DRIVE,0.104167,source_full,field_campaign_available,high,no
SALAK,SALAK_2021,AWI 16-8,AWI 16-8,SALAK_2021|AWI 16-8,EQP,BHA,0.083333,source_full,field_campaign_available,high,no
SALAK,SALAK_2021,AWI 16-8,AWI 16-8,SALAK_2021|AWI 16-8,RREQ,PIPE HANDL,0.020833,source_full,field_campaign_available,high,no
SALAK,SALAK_2021,AWI 16-8,AWI 16-8,SALAK_2021|AWI 16-8,RREQ,TOP DRIVE,0.031250,source_full,field_campaign_available,high,no
SALAK,SALAK_2021,AWI 16-8,AWI 16-8,SALAK_2021|AWI 16-8,RREQ,CIRSYS,0.020833,source_full,field_campaign_available,high,no
SALAK,SALAK_2025_2026,AWI 2-6,AWI 2-6,SALAK_2025_2026|AWI 2-6,EQPS,CIRSYS,0.458333,source_full,field_campaign_available,high,no
SALAK,SALAK_2025_2026,AWI 2-6,AWI 2-6,SALAK_2025_2026|AWI 2-6,EQPS,CIRSYS,0.229167,source_full,field_campaign_available,high,no
SALAK,SALAK_2025_2026,AWI 2-7 ML,AWI 2-7,SALAK_2025_2026|AWI 2-7,RREQ,COMPTR,0.041667,source_full,field_campaign_available,high,no
SALAK,SALAK_2025_2026,AWI 2-7 ML,AWI 2-7,SALAK_2025_2026|AWI 2-7,RREQ,PIPE HANDL,0.062500,source_full,field_campaign_available,high,no
SALAK,SALAK_2025_2026,AWI 2-7 ML,AWI 2-7,SALAK_2025_2026|AWI 2-7,EQPS,CIRSYS,2.395833,source_full,field_campaign_available,high,no
SALAK,SALAK_2025_2026,AWI 2-7 ML,AWI 2-7,SALAK_2025_2026|AWI 2-7,RREQ,DW HOIST,0.041667,source_full,field_campaign_available,high,no
SALAK,SALAK_2025_2026,AWI 2-7 ML,AWI 2-7,SALAK_2025_2026|AWI 2-7,SW,TOOL FAIL,0.041667,source_full,field_campaign_available,high,no
SALAK,SALAK_2025_2026,AWI 2-7 ML,AWI 2-7,SALAK_2025_2026|AWI 2-7,WC,KICK,0.062500,source_full,field_campaign_available,high,no
SALAK,SALAK_2025_2026,AWI 2-7 ML,AWI 2-7,SALAK_2025_2026|AWI 2-7,RREQ,PIPE HANDL,0.020833,source_full,field_campaign_available,high,no
SALAK,SALAK_2021,AWI 21-5,AWI 21-5,SALAK_2021|AWI 21-5,WO,EQP,0.072917,source_full,field_campaign_available,high,no
SALAK,SALAK_2021,AWI 21-5,AWI 21-5,SALAK_2021|AWI 21-5,RREQ,EQP,0.083333,source_full,field_campaign_available,high,no
SALAK,SALAK_2021,AWI 21-5,AWI 21-5,SALAK_2021|AWI 21-5,RREQ,CIRSYS,0.010417,source_full,field_campaign_available,high,no
SALAK,SALAK_2021,AWI 21-5,AWI 21-5,SALAK_2021|AWI 21-5,RREQ,CIRSYS,0.281250,source_full,field_campaign_available,high,no
SALAK,SALAK_2025_2026,AWI 21-7,AWI 21-7,SALAK_2025_2026|AWI 21-7,EQPS,CSG HAN,0.083333,source_full,field_campaign_available,high,no
SALAK,SALAK_2025_2026,AWI 21-7,AWI 21-7,SALAK_2025_2026|AWI 21-7,EQPS,PIPE HANDL,0.010417,source_full,field_campaign_available,high,no
SALAK,SALAK_2025_2026,AWI 21-7,AWI 21-7,SALAK_2025_2026|AWI 21-7,WC,KICK,0.041667,source_full,field_campaign_available,high,no
SALAK,SALAK_2025_2026,AWI 21-7,AWI 21-7,SALAK_2025_2026|AWI 21-7,WC,KICK,0.010417,source_full,field_campaign_available,high,no
SALAK,SALAK_2025_2026,AWI 21-7,AWI 21-7,SALAK_2025_2026|AWI 21-7,WC,KICK,0.052083,source_full,field_campaign_available,high,no
SALAK,SALAK_2025_2026,AWI 21-7,AWI 21-7,SALAK_2025_2026|AWI 21-7,EQPS,PIPE HANDL,0.062500,source_full,field_campaign_available,high,no
SALAK,SALAK_2025_2026,AWI 21-7,AWI 21-7,SALAK_2025_2026|AWI 21-7,RREQ,ROT,0.104167,source_full,field_campaign_available,high,no
SALAK,SALAK_2025_2026,AWI 21-7,AWI 21-7,SALAK_2025_2026|AWI 21-7,EQPS,CIRSYS,0.020833,source_full,field_campaign_available,high,no
SALAK,SALAK_2025_2026,AWI 21-7,AWI 21-7,SALAK_2025_2026|AWI 21-7,EQP,CSG LN,0.020833,source_full,field_campaign_available,high,no
SALAK,SALAK_2025_2026,AWI 21-7,AWI 21-7,SALAK_2025_2026|AWI 21-7,EQPS,PIPE HANDL,0.041667,source_full,field_campaign_available,high,no
SALAK,SALAK_2025_2026,AWI 21-7,AWI 21-7,SALAK_2025_2026|AWI 21-7,PR,ERROR,0.020833,source_full,field_campaign_available,high,no
SALAK,SALAK_2025_2026,AWI 21-7,AWI 21-7,SALAK_2025_2026|AWI 21-7,EQPS,CIRSYS,0.125000,source_full,field_campaign_available,high,no
SALAK,SALAK_2025_2026,AWI 21-7,AWI 21-7,SALAK_2025_2026|AWI 21-7,EQPS,PIPE HANDL,0.041667,source_full,field_campaign_available,high,no
SALAK,SALAK_2025_2026,AWI 21-7,AWI 21-7,SALAK_2025_2026|AWI 21-7,RREQ,DW HOIST,0.062500,source_full,field_campaign_available,high,no
SALAK,SALAK_2025_2026,AWI 21-7,AWI 21-7,SALAK_2025_2026|AWI 21-7,WC,KICK,0.020833,source_full,field_campaign_available,high,no
SALAK,SALAK_2025_2026,AWI 21-8,AWI 21-8,SALAK_2025_2026|AWI 21-8,EQPS,EL UNIT,0.187500,source_full,field_campaign_available,high,no
SALAK,SALAK_2025_2026,AWI 21-8,AWI 21-8,SALAK_2025_2026|AWI 21-8,RREQ,COMPTR,0.166667,source_full,field_campaign_available,high,no
SALAK,SALAK_2025_2026,AWI 21-8,AWI 21-8,SALAK_2025_2026|AWI 21-8,EQPS,PIPE HANDL,0.020833,source_full,field_campaign_available,high,no
SALAK,SALAK_2025_2026,AWI 21-8,AWI 21-8,SALAK_2025_2026|AWI 21-8,EQPS,PIPE HANDL,0.020833,source_full,field_campaign_available,high,no
SALAK,SALAK_2025_2026,AWI 21-8,AWI 21-8,SALAK_2025_2026|AWI 21-8,WC,KICK,0.041667,source_full,field_campaign_available,high,no
SALAK,SALAK_2025_2026,AWI 21-8,AWI 21-8,SALAK_2025_2026|AWI 21-8,RREQ,EQP,0.020833,source_full,field_campaign_available,high,no
SALAK,SALAK_2025_2026,AWI 21-8,AWI 21-8,SALAK_2025_2026|AWI 21-8,WO,RIG,0.041667,source_full,field_campaign_available,high,no
SALAK,SALAK_2025_2026,AWI 21-8,AWI 21-8,SALAK_2025_2026|AWI 21-8,WC,KICK,0.104167,source_full,field_campaign_available,high,no
SALAK,SALAK_2025_2026,AWI 21-8,AWI 21-8,SALAK_2025_2026|AWI 21-8,RREQ,EQP,0.125000,source_full,field_campaign_available,high,no
SALAK,SALAK_2025_2026,AWI 21-8,AWI 21-8,SALAK_2025_2026|AWI 21-8,EQPS,CIRSYS,0.083333,source_full,field_campaign_available,high,no
SALAK,SALAK_2025_2026,AWI 21-8,AWI 21-8,SALAK_2025_2026|AWI 21-8,EQPS,CIRSYS,0.020833,source_full,field_campaign_available,high,no
SALAK,SALAK_2025_2026,AWI 21-8,AWI 21-8,SALAK_2025_2026|AWI 21-8,RREQ,DW HOIST,0.062500,source_full,field_campaign_available,high,no
SALAK,SALAK_2025_2026,AWI 23-1,AWI 23-1,SALAK_2025_2026|AWI 23-1,RREQ,DW HOIST,0.041667,source_full,field_campaign_available,high,no
SALAK,SALAK_2025_2026,AWI 23-1,AWI 23-1,SALAK_2025_2026|AWI 23-1,RREQ,TOP DRIVE,0.020833,source_full,field_campaign_available,high,no
SALAK,SALAK_2025_2026,AWI 23-1,AWI 23-1,SALAK_2025_2026|AWI 23-1,EQPS,PIPE HANDL,0.072917,source_full,field_campaign_available,high,no
SALAK,SALAK_2025_2026,AWI 23-2,AWI 23-2,SALAK_2025_2026|AWI 23-2,RREQ,TOP DRIVE,0.020833,source_full,field_campaign_available,high,no
SALAK,SALAK_2025_2026,AWI 23-2,AWI 23-2,SALAK_2025_2026|AWI 23-2,RREQ,TOP DRIVE,0.020833,source_full,field_campaign_available,high,no
SALAK,SALAK_2025_2026,AWI 23-2,AWI 23-2,SALAK_2025_2026|AWI 23-2,RREQ,TOP DRIVE,0.020833,source_full,field_campaign_available,high,no
SALAK,SALAK_2025_2026,AWI 23-2,AWI 23-2,SALAK_2025_2026|AWI 23-2,RREQ,DW HOIST,0.010417,source_full,field_campaign_available,high,no
SALAK,SALAK_2025_2026,AWI 23-2,AWI 23-2,SALAK_2025_2026|AWI 23-2,RREQ,TOP DRIVE,0.145833,source_full,field_campaign_available,high,no
SALAK,SALAK_2025_2026,AWI 23-2,AWI 23-2,SALAK_2025_2026|AWI 23-2,EQP,CMT,0.010417,source_full,field_campaign_available,high,no
SALAK,SALAK_2025_2026,AWI 23-2,AWI 23-2,SALAK_2025_2026|AWI 23-2,RREQ,DW HOIST,0.020833,source_full,field_campaign_available,high,no
SALAK,SALAK_2025_2026,AWI 23-2,AWI 23-2,SALAK_2025_2026|AWI 23-2,RREQ,TOP DRIVE,0.041667,source_full,field_campaign_available,high,no
SALAK,SALAK_2025_2026,AWI 3-9,AWI 3-9,SALAK_2025_2026|AWI 3-9,EQPS,CIRSYS,0.145833,source_full,field_campaign_available,high,no
SALAK,SALAK_2025_2026,AWI 3-9,AWI 3-9,SALAK_2025_2026|AWI 3-9,EQPS,CIRSYS,0.041667,source_full,field_campaign_available,high,no
SALAK,SALAK_2025_2026,AWI 3-9,AWI 3-9,SALAK_2025_2026|AWI 3-9,EQPS,CRANE,0.062500,source_full,field_campaign_available,high,no
SALAK,SALAK_2025_2026,AWI 3-9,AWI 3-9,SALAK_2025_2026|AWI 3-9,RREQ,COMPTR,0.250000,source_full,field_campaign_available,high,no
SALAK,SALAK_2025_2026,AWI 3-9,AWI 3-9,SALAK_2025_2026|AWI 3-9,RREQ,DW HOIST,0.020833,source_full,field_campaign_available,high,no
SALAK,SALAK_2025_2026,AWI 3-9,AWI 3-9,SALAK_2025_2026|AWI 3-9,RREQ,CIRSYS,0.041667,source_full,field_campaign_available,high,no
SALAK,SALAK_2025_2026,AWI 3-9,AWI 3-9,SALAK_2025_2026|AWI 3-9,RREQ,DW HOIST,0.020833,source_full,field_campaign_available,high,no
SALAK,SALAK_2025_2026,AWI 3-9,AWI 3-9,SALAK_2025_2026|AWI 3-9,RREQ,TOP DRIVE,0.093750,source_full,field_campaign_available,high,no
SALAK,,AWI 8-3,AWI 8-3,SALAK|AWI 8-3,WO,EQP,0.500000,field_inferred_from_name_prefix,field_available,low,no
SALAK,,AWI 8-3,AWI 8-3,SALAK|AWI 8-3,WO,EQP,0.166667,field_inferred_from_name_prefix,field_available,low,no
SALAK,,AWI 8-3,AWI 8-3,SALAK|AWI 8-3,WO,WTHR,0.041667,field_inferred_from_name_prefix,field_available,low,no
SALAK,,AWI 8-3,AWI 8-3,SALAK|AWI 8-3,WO,TRANSPORT,0.041667,field_inferred_from_name_prefix,field_available,low,no
SALAK,,AWI 8-3,AWI 8-3,SALAK|AWI 8-3,RREQ,MOD,0.020833,field_inferred_from_name_prefix,field_available,low,no
SALAK,,AWI 8-3,AWI 8-3,SALAK|AWI 8-3,WO,EQP,0.291667,field_inferred_from_name_prefix,field_available,low,no
SALAK,,AWI 8-3,AWI 8-3,SALAK|AWI 8-3,WO,EQP,0.062500,field_inferred_from_name_prefix,field_available,low,no
SALAK,,AWI 8-3,AWI 8-3,SALAK|AWI 8-3,EQPS,CRANE,0.041667,field_inferred_from_name_prefix,field_available,low,no
SALAK,,AWI 8-3,AWI 8-3,SALAK|AWI 8-3,WO,EQP,0.083333,field_inferred_from_name_prefix,field_available,low,no
SALAK,,AWI 8-3,AWI 8-3,SALAK|AWI 8-3,WO,WTHR,0.062500,field_inferred_from_name_prefix,field_available,low,no
SALAK,,AWI 8-3,AWI 8-3,SALAK|AWI 8-3,WO,PERSONNEL,0.041667,field_inferred_from_name_prefix,field_available,low,no
SALAK,,AWI 8-3,AWI 8-3,SALAK|AWI 8-3,WP,JUNK,0.291667,field_inferred_from_name_prefix,field_available,low,no
SALAK,,AWI 8-3,AWI 8-3,SALAK|AWI 8-3,WP,JUNK,0.500000,field_inferred_from_name_prefix,field_available,low,no
SALAK,,AWI 8-3,AWI 8-3,SALAK|AWI 8-3,EQPS,PSI CNTRL,0.062500,field_inferred_from_name_prefix,field_available,low,no
SALAK,SALAK_2021,AWI 9-10,AWI 9-10,SALAK_2021|AWI 9-10,RREQ,TOP DRIVE,0.041667,source_full,field_campaign_available,high,yes
SALAK,SALAK_2021,AWI 9-10,AWI 9-10,SALAK_2021|AWI 9-10,EQP,BHA,0.072917,source_full,field_campaign_available,high,yes
SALAK,SALAK_2021,AWI 9-10,AWI 9-10,SALAK_2021|AWI 9-10,EQP,FL DISP,0.020833,source_full,field_campaign_available,high,yes
SALAK,SALAK_2021,AWI 9-10,AWI 9-10,SALAK_2021|AWI 9-10,WP,CMT JOB,0.875000,source_full,field_campaign_available,high,yes
SALAK,SALAK_2021,AWI 9-10,AWI 9-10,SALAK_2021|AWI 9-10,RREQ,TOP DRIVE,0.229167,source_full,field_campaign_available,high,yes
SALAK,SALAK_2025_2026,AWI 9-11,AWI 9-11,SALAK_2025_2026|AWI 9-11,RREQ,CIRSYS,0.125000,source_full,field_campaign_available,high,yes
SALAK,SALAK_2025_2026,AWI 9-11,AWI 9-11,SALAK_2025_2026|AWI 9-11,RREQ,PIPE HANDL,0.062500,source_full,field_campaign_available,high,yes
SALAK,SALAK_2025_2026,AWI 9-11,AWI 9-11,SALAK_2025_2026|AWI 9-11,RREQ,TOP DRIVE,0.020833,source_full,field_campaign_available,high,yes
SALAK,SALAK_2025_2026,AWI 9-11,AWI 9-11,SALAK_2025_2026|AWI 9-11,RREQ,CIRSYS,0.020833,source_full,field_campaign_available,high,yes
SALAK,SALAK_2025_2026,AWI 9-11,AWI 9-11,SALAK_2025_2026|AWI 9-11,RREQ,CIRSYS,0.020833,source_full,field_campaign_available,high,yes
SALAK,SALAK_2025_2026,AWI 9-11,AWI 9-11,SALAK_2025_2026|AWI 9-11,RREQ,PIPE HANDL,0.041667,source_full,field_campaign_available,high,yes
DARAJAT,,DRJ-37,DRJ-37,DARAJAT|DRJ-37,WO,ORDERS,10.000000,field_inferred_from_name_prefix,field_available,low,no
DARAJAT,,DRJ-37,DRJ-37,DARAJAT|DRJ-37,EQPS,CRANE,0.083333,field_inferred_from_name_prefix,field_available,low,no
DARAJAT,,DRJ-37,DRJ-37,DARAJAT|DRJ-37,EQP,WH,0.125000,field_inferred_from_name_prefix,field_available,low,no
DARAJAT,,DRJ-37,DRJ-37,DARAJAT|DRJ-37,EQPS,CRANE,1.083333,field_inferred_from_name_prefix,field_available,low,no
DARAJAT,,DRJ-37,DRJ-37,DARAJAT|DRJ-37,RREQ,TOP DRIVE,0.145822,field_inferred_from_name_prefix,field_available,low,no
DARAJAT,,DRJ-37,DRJ-37,DARAJAT|DRJ-37,EQPS,CT UNIT,0.250000,field_inferred_from_name_prefix,field_available,low,no
DARAJAT,,DRJ-37,DRJ-37,DARAJAT|DRJ-37,WO,TRANSPORT,0.333333,field_inferred_from_name_prefix,field_available,low,no
DARAJAT,,DRJ-37,DRJ-37,DARAJAT|DRJ-37,RREQ,DW HOIST,0.125000,field_inferred_from_name_prefix,field_available,low,no
DARAJAT,,DRJ-37,DRJ-37,DARAJAT|DRJ-37,EQPS,COMPTR,0.020833,field_inferred_from_name_prefix,field_available,low,no
DARAJAT,,DRJ-37,DRJ-37,DARAJAT|DRJ-37,WO,HES,0.208333,field_inferred_from_name_prefix,field_available,low,no
DARAJAT,,DRJ-37,DRJ-37,DARAJAT|DRJ-37,EQP,FLTR,0.083333,field_inferred_from_name_prefix,field_available,low,no
DARAJAT,,DRJ-37,DRJ-37,DARAJAT|DRJ-37,WP,TIGHT HOLE,0.166655,field_inferred_from_name_prefix,field_available,low,no
DARAJAT,,DRJ-37,DRJ-37,DARAJAT|DRJ-37,EQP,FLTR,0.020833,field_inferred_from_name_prefix,field_available,low,no
DARAJAT,,DRJ-37,DRJ-37,DARAJAT|DRJ-37,RREQ,PIPE HANDL,0.041678,field_inferred_from_name_prefix,field_available,low,no
DARAJAT,,DRJ-37,DRJ-37,DARAJAT|DRJ-37,EQP,BHA,0.145845,field_inferred_from_name_prefix,field_available,low,no
DARAJAT,,DRJ-37,DRJ-37,DARAJAT|DRJ-37,EQP,BHA,0.083333,field_inferred_from_name_prefix,field_available,low,no
DARAJAT,,DRJ-37,DRJ-37,DARAJAT|DRJ-37,RREQ,TOP DRIVE,0.020822,field_inferred_from_name_prefix,field_available,low,no
DARAJAT,,DRJ-37,DRJ-37,DARAJAT|DRJ-37,EQP,BHA,0.125000,field_inferred_from_name_prefix,field_available,low,no
DARAJAT,,DRJ-37,DRJ-37,DARAJAT|DRJ-37,WP,CMT JOB,0.145845,field_inferred_from_name_prefix,field_available,low,no
DARAJAT,,DRJ-37,DRJ-37,DARAJAT|DRJ-37,RREQ,TOP DRIVE,0.020822,field_inferred_from_name_prefix,field_available,low,no
DARAJAT,,DRJ-37,DRJ-37,DARAJAT|DRJ-37,EQP,BIT,0.291678,field_inferred_from_name_prefix,field_available,low,no
DARAJAT,,DRJ-37,DRJ-37,DARAJAT|DRJ-37,EQPS,SURFEQP,0.020822,field_inferred_from_name_prefix,field_available,low,no
DARAJAT,,DRJ-37,DRJ-37,DARAJAT|DRJ-37,RREQ,CIRSYS,0.020845,field_inferred_from_name_prefix,field_available,low,no
DARAJAT,,DRJ-37,DRJ-37,DARAJAT|DRJ-37,EQP,BIT,0.187500,field_inferred_from_name_prefix,field_available,low,no
DARAJAT,,DRJ-37,DRJ-37,DARAJAT|DRJ-37,RREQ,TOP DRIVE,0.020833,field_inferred_from_name_prefix,field_available,low,no
DARAJAT,,DRJ-37,DRJ-37,DARAJAT|DRJ-37,EQP,BIT,0.229167,field_inferred_from_name_prefix,field_available,low,no
DARAJAT,,DRJ-37,DRJ-37,DARAJAT|DRJ-37,RREQ,TOP DRIVE,0.020833,field_inferred_from_name_prefix,field_available,low,no
DARAJAT,,DRJ-37,DRJ-37,DARAJAT|DRJ-37,EQP,BIT,0.041667,field_inferred_from_name_prefix,field_available,low,no
DARAJAT,,DRJ-37,DRJ-37,DARAJAT|DRJ-37,WP,TIGHT HOLE,0.083333,field_inferred_from_name_prefix,field_available,low,no
DARAJAT,,DRJ-37,DRJ-37,DARAJAT|DRJ-37,EQP,BIT,0.416655,field_inferred_from_name_prefix,field_available,low,no
DARAJAT,,DRJ-37,DRJ-37,DARAJAT|DRJ-37,SP,HOLE CLEAN,0.062500,field_inferred_from_name_prefix,field_available,low,no
DARAJAT,,DRJ-37,DRJ-37,DARAJAT|DRJ-37,WP,LOST CIR,0.020833,field_inferred_from_name_prefix,field_available,low,no
DARAJAT,,DRJ-37,DRJ-37,DARAJAT|DRJ-37,EQP,BHA,0.562500,field_inferred_from_name_prefix,field_available,low,no
DARAJAT,,DRJ-37,DRJ-37,DARAJAT|DRJ-37,PR,FL CONDT,0.083345,field_inferred_from_name_prefix,field_available,low,no
